chr1	11873	12227	x	0	+
chr1	12612	12721	x	0	+
chr1	13220	14829	x	0	+
chr1	14969	15038	x	0	+
chr1	15795	15947	x	0	+
chr1	16606	16765	x	0	+
chr1	16857	17055	x	0	+
chr1	17232	17436	x	0	+
chr1	17605	17742	x	0	+
chr1	17914	18061	x	0	+
chr1	18267	18366	x	0	+
chr1	24737	24891	x	0	+
chr1	29320	29370	x	0	+
chr1	30365	30503	x	0	+
chr1	34610	35174	x	0	+
chr1	35276	35481	x	0	+
chr1	35720	36081	x	0	+
chr1	69090	70008	X	0	+
chr1	134772	139696	x	0	+
chr1	139789	139847	x	0	+
chr1	140074	140566	x	0	+
chr1	323891	324060	x	0	+
chr1	324287	324345	x	0	+
chr1	324438	328581	x	0	+
chr1	367658	368597	x	0	+
chr1	562759	563203	x	0	+
chr1	563340	563603	x	0	+
chr1	564298	564389	x	0	+
chr1	567704	567793	x	0	+
chr1	621095	622034	x	0	+
chr1	661138	665184	x	0	+
chr1	665277	665335	x	0	+
chr1	665562	665731	x	0	+
chr1	700244	700627	x	0	+
chr1	701708	701767	x	0	+
chr1	703927	703993	x	0	+
chr1	704876	705092	x	0	+
chr1	708355	708487	x	0	+
chr1	709550	709660	x	0	+
chr1	713663	714068	x	0	+
chr1	752750	753582	x	0	+
chr1	754102	755214	x	0	+
chr1	761585	762902	x	0	+
chr1	762970	763155	x	0	+
chr1	763177	763229	x	0	+
chr1	764382	764484	x	0	+
chr1	776579	778984	x	0	+
chr1	783033	783186	x	0	+
chr1	787306	787490	x	0	+
chr1	788050	788146	x	0	+
chr1	788770	794826	x	0	+
chr1	803450	804055	x	0	+
chr1	809491	810535	x	0	+
chr1	812125	812182	x	0	+
chr1	852197	853100	x	0	+
chr1	853401	853495	x	0	+
chr1	854204	854295	x	0	+
chr1	854714	855072	x	0	+
chr1	861120	861180	x	0	+
chr1	861301	861393	x	0	+
chr1	865534	865716	x	0	+
chr1	866418	866469	x	0	+
chr1	871151	871276	x	0	+
chr1	874419	874509	x	0	+
chr1	874654	874840	x	0	+
chr1	876523	876686	x	0	+
chr1	877515	877631	x	0	+
chr1	877789	877868	x	0	+
chr1	877938	878438	x	0	+
chr1	878632	878757	x	0	+
chr1	879077	879188	x	0	+
chr1	879582	880180	x	0	+
chr1	880436	880526	x	0	+
chr1	880897	881033	x	0	+
chr1	881552	881666	x	0	+
chr1	881781	881925	x	0	+
chr1	883510	883612	x	0	+
chr1	883869	883983	x	0	+
chr1	886506	886618	x	0	+
chr1	887379	887519	x	0	+
chr1	887791	887980	x	0	+
chr1	888554	888668	x	0	+
chr1	889161	889272	x	0	+
chr1	889383	889462	x	0	+
chr1	891302	891393	x	0	+
chr1	891474	891595	x	0	+
chr1	892273	892405	x	0	+
chr1	892478	892653	x	0	+
chr1	894308	894461	x	0	+
chr1	894594	894679	x	0	+
chr1	895966	896180	x	0	+
chr1	896672	896932	x	0	+
chr1	897008	897130	x	0	+
chr1	897205	897427	x	0	+
chr1	897734	897851	x	0	+
chr1	898083	898297	x	0	+
chr1	898488	898633	x	0	+
chr1	898716	898884	x	0	+
chr1	899299	899388	x	0	+
chr1	899486	899560	x	0	+
chr1	899728	899910	x	0	+
chr1	900342	901099	x	0	+
chr1	901876	901994	x	0	+
chr1	902083	902183	x	0	+
chr1	905656	905803	x	0	+
chr1	905900	905981	x	0	+
chr1	906065	906138	x	0	+
chr1	906258	906386	x	0	+
chr1	906492	906588	x	0	+
chr1	906703	906784	x	0	+
chr1	907454	907530	x	0	+
chr1	907667	907804	x	0	+
chr1	908240	908390	x	0	+
chr1	908565	908706	x	0	+
chr1	908879	909020	x	0	+
chr1	909212	909431	x	0	+
chr1	909695	909744	x	0	+
chr1	909821	910484	x	0	+
chr1	910578	911649	x	0	+
chr1	911878	912004	x	0	+
chr1	914260	916427	x	0	+
chr1	916516	916553	x	0	+
chr1	917444	917497	x	0	+
chr1	934343	934812	x	0	+
chr1	934905	934993	x	0	+
chr1	935245	935552	x	0	+
chr1	948846	948956	x	0	+
chr1	949363	949919	x	0	+
chr1	955502	955753	x	0	+
chr1	957580	957842	x	0	+
chr1	970656	970704	x	0	+
chr1	976044	976260	x	0	+
chr1	976552	976777	x	0	+
chr1	976857	977082	x	0	+
chr1	977335	977542	x	0	+
chr1	978618	978837	x	0	+
chr1	978917	979112	x	0	+
chr1	979202	979403	x	0	+
chr1	979488	979637	x	0	+
chr1	979713	979819	x	0	+
chr1	980540	980657	x	0	+
chr1	980738	980903	x	0	+
chr1	981112	981256	x	0	+
chr1	981343	981468	x	0	+
chr1	981539	981645	x	0	+
chr1	981776	982115	x	0	+
chr1	982199	982337	x	0	+
chr1	982706	982834	x	0	+
chr1	982952	983067	x	0	+
chr1	983155	983275	x	0	+
chr1	983391	983745	x	0	+
chr1	984246	984439	x	0	+
chr1	984615	984831	x	0	+
chr1	984945	985175	x	0	+
chr1	985282	985417	x	0	+
chr1	985612	985709	x	0	+
chr1	985806	985971	x	0	+
chr1	986105	986217	x	0	+
chr1	986632	986749	x	0	+
chr1	986832	987025	x	0	+
chr1	987107	987195	x	0	+
chr1	989132	989357	x	0	+
chr1	989827	989931	x	0	+
chr1	990203	991499	x	0	+
chr1	1007125	1007955	x	0	+
chr1	1009395	1009687	x	0	+
chr1	1017197	1018367	x	0	+
chr1	1019732	1019763	x	0	+
chr1	1019860	1019886	x	0	+
chr1	1021257	1021392	x	0	+
chr1	1022518	1022584	x	0	+
chr1	1022881	1022977	x	0	+
chr1	1025732	1025808	x	0	+
chr1	1026851	1026945	x	0	+
chr1	1027370	1027483	x	0	+
chr1	1051439	1051736	x	0	+
chr1	1072396	1072490	x	0	+
chr1	1076204	1076412	x	0	+
chr1	1078118	1079434	x	0	+
chr1	1102483	1102578	x	0	+
chr1	1103242	1103332	x	0	+
chr1	1104384	1104467	x	0	+
chr1	1109285	1109306	x	0	+
chr1	1109664	1109701	x	0	+
chr1	1109803	1109869	x	0	+
chr1	1114568	1114713	x	0	+
chr1	1115076	1115233	x	0	+
chr1	1115413	1115720	x	0	+
